Order ID,Order Date,Ship Date,Customer ID,Customer Name,Segment,Product ID,Product Name,Category,Sub Category,Sales,Quantity,Discount,Profit,Country,State,City,Region
ORD-001101,2023-05-04,2023-05-05,CUST-0300,Jennifer Patel,Home Office,PROD-0054,"Marshall Emberton II Portable Bluetooth Speaker, Black & Brass",Technology,Audio,47606.83,6,0.1,12715.14,United States,South,Miami,South
ORD-001102,2025-07-31,2025-08-02,CUST-0087,Neha Brown,Corporate,PROD-0032,"Sweetcrispy Home Office Managerial Executive Chair, Ergonomic Mesh Adjustable Sw",Furniture,Chairs,29433.25,5,0.0,3764.13,United States,West,Los Angeles,West
ORD-001103,2025-11-09,2025-11-12,CUST-0296,Robert Garcia,Home Office,PROD-0034,NEO CHAIR Office Desk Gaming Chair Computer High Back Mesh Seat with Rolling Whe,Furniture,Chairs,29404.52,5,0.15,3359.55,United States,South,Houston,South
ORD-001104,2024-06-08,2024-06-13,CUST-0147,Sara Smith,Consumer,PROD-0023,Serta Bryce Executive Office Chair - Ergonomic Computer DeskChair with Lumbar Te,Furniture,Chairs,57263.9,3,0.2,-2755.86,United States,East,New York,East
ORD-001105,2023-03-26,2023-04-01,CUST-0056,Priya Miller,Home Office,PROD-0046,"Garmin Instinct® 3 45mm, Solar Charged Display, Rugged Outdoor GPS Smartwatch, M",Technology,Wearables,73305.21,3,0.15,5601.75,United States,South,Houston,South
ORD-001106,2025-12-06,2025-12-12,CUST-0265,John Patel,Corporate,PROD-0003,"ASUS ROG Strix G16 (2025) Gaming Laptop, 16” FHD+ 16:10 165Hz/3ms Display, NVIDI",Technology,Computers,609934.29,5,0.05,-7046.71,United States,South,Miami,South
ORD-001107,2024-11-04,2024-11-08,CUST-0260,David Williams,Home Office,PROD-0032,"Sweetcrispy Home Office Managerial Executive Chair, Ergonomic Mesh Adjustable Sw",Furniture,Chairs,15010.96,3,0.15,1000.1,United States,West,Los Angeles,West
ORD-001108,2024-04-02,2024-04-04,CUST-0275,Priya Singh,Corporate,PROD-0034,NEO CHAIR Office Desk Gaming Chair Computer High Back Mesh Seat with Rolling Whe,Furniture,Chairs,18680.52,3,0.1,3317.72,United States,West,San Francisco,West
ORD-001109,2025-11-10,2025-11-13,CUST-0065,Rahul Jones,Consumer,PROD-0013,"ASUS 15.6” Vivobook Go Slim Laptop, Thin & Portable for Student Study, Intel Dua",Technology,Computers,20697.67,1,0.0,6056.61,United States,East,Boston,East
ORD-001110,2023-03-22,2023-03-24,CUST-0028,Neha Singh,Home Office,PROD-0034,NEO CHAIR Office Desk Gaming Chair Computer High Back Mesh Seat with Rolling Whe,Furniture,Chairs,11069.94,2,0.2,405.4,United States,Central,Austin,Central
ORD-001111,2023-09-20,2023-09-27,CUST-0140,Jennifer Verma,Consumer,PROD-0039,"HON Convergence Ergonomic Office Chair with Mesh Back, Adjustable Arms, Lumbar S",Furniture,Chairs,91588.86,3,0.1,7325.88,United States,Central,Austin,Central
ORD-001112,2023-11-02,2023-11-07,CUST-0164,Rahul Brown,Consumer,PROD-0002,"ASUS Vivobook Go 15 15.6” FHD 60Hz Laptop with Intel Processor N150, Intel UHD G",Technology,Computers,26830.79,1,0.2,9046.88,United States,West,San Francisco,West
ORD-001113,2024-08-15,2024-08-22,CUST-0051,Linda Khan,Home Office,PROD-0012,"ASUS Vivobook Go 15 15.6” FHD 60Hz Laptop with Intel Processor N150, Intel UHD G",Technology,Computers,167692.45,5,0.0,40168.73,United States,East,Philadelphia,East
ORD-001114,2025-01-06,2025-01-10,CUST-0306,Riya Sharma,Home Office,PROD-0024,"HON Ignition 2.0 Mid‑Back Ergonomic Office Chair, Mesh Task Seating with Lumbar ",Furniture,Chairs,35932.06,1,0.2,7411.81,United States,East,New York,East
ORD-001115,2025-09-02,2025-09-08,CUST-0068,Neha Davis,Home Office,PROD-0008,Acer Nitro V Gaming Laptop | Intel Core i5-13420H Processor | NVIDIA GeForce RTX,Technology,Computers,76660.64,1,0.0,15723.54,United States,West,San Francisco,West
ORD-001116,2025-07-12,2025-07-19,CUST-0214,Mary Gupta,Home Office,PROD-0056,"Anker Soundcore 2 Portable Bluetooth Speaker with Stereo Sound, Bluetooth 5, Bas",Technology,Audio,3779.23,1,0.1,591.91,United States,East,Philadelphia,East
ORD-001117,2025-09-17,2025-09-23,CUST-0142,Robert Williams,Consumer,PROD-0040,"Serta Garret Executive Office Chair, Ergonomic Mid-Back with Lumbar Support, Sem",Furniture,Chairs,18206.22,1,0.05,1303.28,United States,West,Los Angeles,West
ORD-001118,2025-10-06,2025-10-09,CUST-0330,Elizabeth Sharma,Home Office,PROD-0049,"Amazfit Active Max Smart Watch 1.5"" AMOLED Display, 25-Day Battery, Offline Maps",Technology,Wearables,97737.78,6,0.0,12163.39,United States,Central,Austin,Central
ORD-001119,2025-07-11,2025-07-13,CUST-0041,Mary Johnson,Consumer,PROD-0031,"Serta Amplify Executive Office Chair with Faux Leather and Mesh, Adjustable Ergo",Furniture,Chairs,48868.89,3,0.0,4652.11,United States,West,San Francisco,West
ORD-001120,2023-07-21,2023-07-25,CUST-0079,Elizabeth Garcia,Consumer,PROD-0049,"Amazfit Active Max Smart Watch 1.5"" AMOLED Display, 25-Day Battery, Offline Maps",Technology,Wearables,97737.78,6,0.0,34254.59,United States,South,Atlanta,South
ORD-001121,2025-04-29,2025-05-03,CUST-0189,Rahul Sharma,Corporate,PROD-0033,Martha Stewart Rayna Swivel Task Chair with Flared Arms for Home Office in Off W,Furniture,Chairs,52289.91,3,0.0,11925.39,United States,South,Miami,South
ORD-001122,2024-06-19,2024-06-24,CUST-0332,John Jones,Home Office,PROD-0007,"ASUS TUF Gaming F16 (2025) Gaming Laptop, 16” FHD+ 165Hz 16:10 Display, Intel® C",Technology,Computers,88830.77,1,0.1,10381.1,United States,West,Seattle,West
ORD-001123,2024-04-08,2024-04-15,CUST-0218,David Singh,Consumer,PROD-0016,"Soundcore by Anker P20i True Wireless Earbuds, 10mm Drivers with Big Bass, Bluet",Technology,Audio,6243.24,3,0.1,1387.85,United States,West,Los Angeles,West
ORD-001124,2025-11-12,2025-11-17,CUST-0235,Aman Davis,Corporate,PROD-0031,"Serta Amplify Executive Office Chair with Faux Leather and Mesh, Adjustable Ergo",Furniture,Chairs,81448.15,5,0.0,1810.07,United States,Central,Dallas,Central
ORD-001125,2024-01-17,2024-01-24,CUST-0065,Rahul Jones,Consumer,PROD-0027,NEO CHAIR Office Desk Gaming Ergonomic Computer Chair with Lumbar Back Support A,Furniture,Chairs,27301.57,5,0.05,362.97,United States,East,Boston,East
ORD-001126,2023-09-06,2023-09-13,CUST-0375,Sara Smith,Consumer,PROD-0020,"Lenovo E310 True Wireless Earbuds, Bluetooth 5.3 TWS Headphones with 13mm Driver",Technology,Audio,4266.51,3,0.1,535.41,United States,West,Los Angeles,West
ORD-001127,2025-06-12,2025-06-14,CUST-0108,David Williams,Corporate,PROD-0007,"ASUS TUF Gaming F16 (2025) Gaming Laptop, 16” FHD+ 165Hz 16:10 Display, Intel® C",Technology,Computers,592205.1,6,0.0,45595.69,United States,East,New York,East
ORD-001128,2025-09-03,2025-09-09,CUST-0339,Jennifer Brown,Consumer,PROD-0053,Marshall Acton III Bluetooth Home Speaker - Loud Stereo Sound with Bass and Treb,Technology,Audio,38328.88,2,0.0,3989.42,United States,South,Houston,South
ORD-001129,2023-01-01,2023-01-08,CUST-0192,Mary Jones,Consumer,PROD-0041,Flash Furniture Kelista Mid-Back Swivel Office Chair with Adjustable Seat Height,Furniture,Chairs,64654.5,5,0.0,13660.14,United States,East,Philadelphia,East
ORD-001130,2023-05-21,2023-05-22,CUST-0211,Vikram Verma,Home Office,PROD-0008,Acer Nitro V Gaming Laptop | Intel Core i5-13420H Processor | NVIDIA GeForce RTX,Technology,Computers,306642.56,4,0.0,43789.38,United States,East,New York,East
ORD-001131,2023-12-30,2024-01-03,CUST-0109,Rahul Garcia,Home Office,PROD-0012,"ASUS Vivobook Go 15 15.6” FHD 60Hz Laptop with Intel Processor N150, Intel UHD G",Technology,Computers,134153.96,4,0.0,36528.66,United States,Central,Austin,Central
ORD-001132,2023-01-12,2023-01-17,CUST-0157,Aman Williams,Corporate,PROD-0038,"Flash Furniture Nicholas Mid-Back Swivel Desk Chair with Wheels, Mesh Back, Padd",Furniture,Chairs,23098.14,2,0.2,-934.12,United States,Central,Dallas,Central
ORD-001133,2024-09-17,2024-09-19,CUST-0098,Riya Sharma,Consumer,PROD-0040,"Serta Garret Executive Office Chair, Ergonomic Mid-Back with Lumbar Support, Sem",Furniture,Chairs,61326.21,4,0.2,11193.62,United States,West,Los Angeles,West
ORD-001134,2023-07-21,2023-07-28,CUST-0250,Aman Garcia,Consumer,PROD-0021,"Office Chair Ergonomic Desk Chair, Computer PU Leather Home Office Chair, Swivel",Furniture,Chairs,13173.34,1,0.0,1671.86,United States,West,San Francisco,West
ORD-001135,2025-08-07,2025-08-08,CUST-0133,Patricia Sharma,Home Office,PROD-0044,"Samsung Galaxy Watch 8 (2025) 44mm Bluetooth Smartwatch, Cushion Design, Fitness",Technology,Wearables,122654.72,4,0.0,11083.39,United States,East,Philadelphia,East
ORD-001136,2023-03-23,2023-03-30,CUST-0139,Riya Miller,Consumer,PROD-0053,Marshall Acton III Bluetooth Home Speaker - Loud Stereo Sound with Bass and Treb,Technology,Audio,19164.44,1,0.0,3763.91,United States,West,Los Angeles,West
ORD-001137,2024-12-10,2024-12-12,CUST-0167,Jennifer Jones,Home Office,PROD-0055,"JBL Flip 6 - Portable Bluetooth Speaker, powerful sound and deep bass, IPX7 wate",Technology,Audio,49810.88,5,0.2,6473.86,United States,South,Houston,South
ORD-001138,2025-09-09,2025-09-12,CUST-0043,Neha Sharma,Corporate,PROD-0051,"iLive Electronics Wireless Tailgate Party Speaker, ISB352B",Technology,Audio,25247.71,6,0.2,3302.78,United States,East,New York,East
ORD-001139,2023-11-29,2023-12-01,CUST-0343,Aman Miller,Consumer,PROD-0033,Martha Stewart Rayna Swivel Task Chair with Flared Arms for Home Office in Off W,Furniture,Chairs,41831.93,3,0.2,8731.67,United States,East,New York,East
ORD-001140,2023-03-17,2023-03-20,CUST-0026,Karan Brown,Corporate,PROD-0043,"Amazon Basics Modern Home Office Desk Chair with Adjustable Height, 360 Degree S",Furniture,Chairs,27414.47,2,0.05,4511.85,United States,East,Philadelphia,East
ORD-001141,2023-01-18,2023-01-20,CUST-0033,Elizabeth Brown,Corporate,PROD-0023,Serta Bryce Executive Office Chair - Ergonomic Computer DeskChair with Lumbar Te,Furniture,Chairs,71579.88,3,0.0,-1176.3,United States,East,Boston,East
ORD-001142,2025-05-30,2025-06-05,CUST-0155,Priya Sharma,Home Office,PROD-0017,"Samsung Galaxy Buds 4 Pro (2026) AI True Wireless Bluetooth Earbuds, Hi-Res Audi",Technology,Audio,65272.55,3,0.05,13911.82,United States,South,Atlanta,South
ORD-001143,2025-01-17,2025-01-20,CUST-0053,Rahul Miller,Corporate,PROD-0048,"Garmin Instinct® E 45mm, Rugged Outdoor GPS Smartwatch, 24/7 Health Monitoring, ",Technology,Wearables,95822.2,5,0.0,11804.71,United States,South,Houston,South
ORD-001144,2024-06-25,2024-06-28,CUST-0219,Neha Gupta,Home Office,PROD-0011,"GEEKOM GeekBook X16 Pro 2.8 lbs Laptop, 16"" IPS 2.5K 16:10 Laptop Computer, Ultr",Technology,Computers,206832.99,2,0.2,38639.78,United States,East,New York,East
ORD-001145,2023-04-18,2023-04-19,CUST-0106,John Singh,Consumer,PROD-0050,"Garmin epix Pro (Gen 2) Sapphire Edition, 51mm, High Performance Smartwatch, Adv",Technology,Wearables,284601.01,6,0.1,82662.49,United States,Central,Austin,Central
ORD-001146,2024-12-16,2024-12-20,CUST-0043,Neha Sharma,Corporate,PROD-0022,NEO CHAIR Office Desk Gaming Ergonomic Computer Chair with Lumbar Back Support A,Furniture,Chairs,4740.56,1,0.0,1099.65,United States,East,New York,East
ORD-001147,2024-07-31,2024-08-02,CUST-0354,Sara Khan,Corporate,PROD-0036,BestOffice | Ergonomic Office Chair | Mid-Back Swivel Desk Chair | Breathable Ba,Furniture,Chairs,25867.56,6,0.0,-1210.75,United States,South,Houston,South
ORD-001148,2023-09-11,2023-09-14,CUST-0139,Riya Miller,Consumer,PROD-0049,"Amazfit Active Max Smart Watch 1.5"" AMOLED Display, 25-Day Battery, Offline Maps",Technology,Wearables,11402.74,1,0.3,2857.3,United States,West,Los Angeles,West
ORD-001149,2023-10-28,2023-11-04,CUST-0349,Patricia Johnson,Home Office,PROD-0056,"Anker Soundcore 2 Portable Bluetooth Speaker with Stereo Sound, Bluetooth 5, Bas",Technology,Audio,3989.18,1,0.05,960.32,United States,Central,Dallas,Central
ORD-001150,2023-12-15,2023-12-22,CUST-0396,Linda Miller,Home Office,PROD-0021,"Office Chair Ergonomic Desk Chair, Computer PU Leather Home Office Chair, Swivel",Furniture,Chairs,13173.34,1,0.0,-1047.23,United States,Central,Austin,Central
ORD-001151,2025-12-21,2025-12-27,CUST-0274,Mary Davis,Corporate,PROD-0047,"Samsung Galaxy Watch 7 40mm Bluetooth AI Smartwatch w/Energy Score, Wellness Tip",Technology,Wearables,70969.48,4,0.0,10744.56,United States,East,New York,East
ORD-001152,2024-07-22,2024-07-24,CUST-0214,Mary Gupta,Home Office,PROD-0045,"Samsung Galaxy Watch 8 (2025) 44mm Bluetooth Smartwatch, Cushion Design, Fitness",Technology,Wearables,116521.98,4,0.05,31790.26,United States,East,Philadelphia,East
ORD-001153,2023-01-20,2023-01-24,CUST-0179,Robert Johnson,Home Office,PROD-0026,Serta Bryce Executive Office Chair - Ergonomic Computer Desk Chair with Patented,Furniture,Chairs,83509.86,5,0.3,10594.04,United States,East,Boston,East
ORD-001154,2023-07-04,2023-07-05,CUST-0100,Vikram Smith,Corporate,PROD-0036,BestOffice | Ergonomic Office Chair | Mid-Back Swivel Desk Chair | Breathable Ba,Furniture,Chairs,12071.53,4,0.3,3608.84,United States,Central,Chicago,Central
ORD-001155,2025-03-15,2025-03-21,CUST-0208,Neha Smith,Consumer,PROD-0037,"Ergonomic Office Chair with Lumbar Support, High Back Mesh Desk Chair with Flip-",Furniture,Chairs,40736.25,4,0.15,4814.34,United States,South,Houston,South
ORD-001156,2025-03-14,2025-03-15,CUST-0379,Aman Brown,Corporate,PROD-0009,"ASUS Vivobook Go 15.6” FHD Slim Laptop, AMD Ryzen 3 7320U Quad Core Processor, 8",Technology,Computers,194954.38,6,0.15,41726.13,United States,West,Seattle,West
ORD-001157,2024-06-17,2024-06-21,CUST-0025,Neha Brown,Home Office,PROD-0003,"ASUS ROG Strix G16 (2025) Gaming Laptop, 16” FHD+ 16:10 165Hz/3ms Display, NVIDI",Technology,Computers,410903.1,4,0.2,105264.9,United States,South,Houston,South
ORD-001158,2025-10-05,2025-10-07,CUST-0299,Linda Davis,Corporate,PROD-0024,"HON Ignition 2.0 Mid‑Back Ergonomic Office Chair, Mesh Task Seating with Lumbar ",Furniture,Chairs,128007.95,3,0.05,38288.76,United States,Central,Chicago,Central
ORD-001159,2024-11-02,2024-11-09,CUST-0084,David Singh,Corporate,PROD-0044,"Samsung Galaxy Watch 8 (2025) 44mm Bluetooth Smartwatch, Cushion Design, Fitness",Technology,Wearables,78192.38,3,0.15,15077.03,United States,East,New York,East
ORD-001160,2025-07-03,2025-07-10,CUST-0223,Robert Davis,Consumer,PROD-0008,Acer Nitro V Gaming Laptop | Intel Core i5-13420H Processor | NVIDIA GeForce RTX,Technology,Computers,306642.56,4,0.0,14846.3,United States,South,Miami,South
ORD-001161,2023-11-10,2023-11-17,CUST-0363,Vikram Singh,Consumer,PROD-0051,"iLive Electronics Wireless Tailgate Party Speaker, ISB352B",Technology,Audio,21039.76,4,0.0,383.1,United States,South,Houston,South
ORD-001162,2023-04-06,2023-04-11,CUST-0046,Michael Verma,Corporate,PROD-0005,"GEEKOM GeekBook X16 Pro 2.8 lbs Laptop, 16"" IPS 2.5K 16:10 Laptop Computer, Ultr",Technology,Computers,368421.27,3,0.05,44975.13,United States,West,Los Angeles,West
ORD-001163,2024-08-06,2024-08-12,CUST-0081,Linda Patel,Consumer,PROD-0045,"Samsung Galaxy Watch 8 (2025) 44mm Bluetooth Smartwatch, Cushion Design, Fitness",Technology,Wearables,29130.5,1,0.05,7540.86,United States,South,Miami,South
ORD-001164,2023-08-12,2023-08-16,CUST-0186,Priya Smith,Consumer,PROD-0054,"Marshall Emberton II Portable Bluetooth Speaker, Black & Brass",Technology,Audio,37027.54,6,0.3,11040.3,United States,Central,Chicago,Central
ORD-001165,2025-09-11,2025-09-17,CUST-0291,Elizabeth Patel,Consumer,PROD-0025,"Amazon Basics Ergonomic Executive Office Desk Chair with Lumbar Support, Flip-up",Furniture,Chairs,105788.4,6,0.2,16201.56,United States,South,Miami,South
ORD-001166,2025-04-13,2025-04-18,CUST-0046,Michael Verma,Corporate,PROD-0045,"Samsung Galaxy Watch 8 (2025) 44mm Bluetooth Smartwatch, Cushion Design, Fitness",Technology,Wearables,122654.72,4,0.0,15522.88,United States,West,Los Angeles,West
ORD-001167,2024-10-05,2024-10-11,CUST-0179,Robert Johnson,Home Office,PROD-0002,"ASUS Vivobook Go 15 15.6” FHD 60Hz Laptop with Intel Processor N150, Intel UHD G",Technology,Computers,117384.71,5,0.3,19328.56,United States,East,Boston,East
ORD-001168,2024-08-31,2024-09-04,CUST-0227,Karan Davis,Home Office,PROD-0026,Serta Bryce Executive Office Chair - Ergonomic Computer Desk Chair with Patented,Furniture,Chairs,16701.97,1,0.3,3916.26,United States,East,New York,East
ORD-001169,2023-12-26,2023-12-30,CUST-0269,Jennifer Miller,Corporate,PROD-0002,"ASUS Vivobook Go 15 15.6” FHD 60Hz Laptop with Intel Processor N150, Intel UHD G",Technology,Computers,201230.94,6,0.0,35217.48,United States,Central,Dallas,Central
ORD-001170,2025-06-22,2025-06-24,CUST-0222,John Gupta,Corporate,PROD-0008,Acer Nitro V Gaming Laptop | Intel Core i5-13420H Processor | NVIDIA GeForce RTX,Technology,Computers,218482.82,3,0.05,66205.93,United States,South,Miami,South
ORD-001171,2024-09-24,2024-09-27,CUST-0117,Patricia Davis,Home Office,PROD-0014,"Dell Latitude 5400 Laptop | 14"""" 1920x1080 FHD | Core i5-8365U - 256GB SSD Hard ",Technology,Computers,75086.2,4,0.0,21994.4,United States,Central,Dallas,Central
ORD-001172,2025-11-13,2025-11-14,CUST-0127,Aman Davis,Corporate,PROD-0002,"ASUS Vivobook Go 15 15.6” FHD 60Hz Laptop with Intel Processor N150, Intel UHD G",Technology,Computers,57015.43,2,0.15,440.18,United States,West,Los Angeles,West
ORD-001173,2023-04-25,2023-05-02,CUST-0222,John Gupta,Corporate,PROD-0056,"Anker Soundcore 2 Portable Bluetooth Speaker with Stereo Sound, Bluetooth 5, Bas",Technology,Audio,5878.8,2,0.3,1170.12,United States,South,Miami,South
ORD-001174,2023-11-12,2023-11-16,CUST-0313,Mary Sharma,Corporate,PROD-0009,"ASUS Vivobook Go 15.6” FHD Slim Laptop, AMD Ryzen 3 7320U Quad Core Processor, 8",Technology,Computers,34403.71,1,0.1,6523.24,United States,East,Philadelphia,East
ORD-001175,2023-09-20,2023-09-27,CUST-0337,Aman Singh,Home Office,PROD-0013,"ASUS 15.6” Vivobook Go Slim Laptop, Thin & Portable for Student Study, Intel Dua",Technology,Computers,41395.34,2,0.0,12148.83,United States,Central,Dallas,Central
ORD-001176,2024-07-12,2024-07-15,CUST-0384,James Davis,Consumer,PROD-0032,"Sweetcrispy Home Office Managerial Executive Chair, Ergonomic Mesh Adjustable Sw",Furniture,Chairs,20603.27,5,0.3,964.05,United States,East,New York,East
ORD-001177,2024-08-16,2024-08-17,CUST-0264,Elizabeth Khan,Corporate,PROD-0035,NEO CHAIR Office Desk Gaming Computer Home Chair Ergonomic Executive High Back S,Furniture,Chairs,51736.21,6,0.1,3198.31,United States,Central,Austin,Central
ORD-001178,2024-02-23,2024-02-24,CUST-0109,Rahul Garcia,Home Office,PROD-0001,"ASUS Vivobook Go 15 15.6” FHD 60Hz Laptop with Intel Processor N150, Intel UHD G",Technology,Computers,46953.89,2,0.3,7284.44,United States,Central,Austin,Central
ORD-001179,2023-03-25,2023-03-30,CUST-0104,David Brown,Corporate,PROD-0001,"ASUS Vivobook Go 15 15.6” FHD 60Hz Laptop with Intel Processor N150, Intel UHD G",Technology,Computers,150923.2,5,0.1,40781.8,United States,Central,Chicago,Central
ORD-001180,2023-08-05,2023-08-10,CUST-0020,Patricia Davis,Home Office,PROD-0047,"Samsung Galaxy Watch 7 40mm Bluetooth AI Smartwatch w/Energy Score, Wellness Tip",Technology,Wearables,24839.32,2,0.3,3826.63,United States,West,Seattle,West
ORD-001181,2023-02-08,2023-02-11,CUST-0268,Michael Jones,Corporate,PROD-0054,"Marshall Emberton II Portable Bluetooth Speaker, Black & Brass",Technology,Audio,47606.83,6,0.1,12858.45,United States,West,Seattle,West
ORD-001182,2024-07-18,2024-07-22,CUST-0269,Jennifer Miller,Corporate,PROD-0024,"HON Ignition 2.0 Mid‑Back Ergonomic Office Chair, Mesh Task Seating with Lumbar ",Furniture,Chairs,202117.82,5,0.1,28875.58,United States,Central,Dallas,Central
ORD-001183,2024-06-06,2024-06-11,CUST-0130,James Khan,Consumer,PROD-0011,"GEEKOM GeekBook X16 Pro 2.8 lbs Laptop, 16"" IPS 2.5K 16:10 Laptop Computer, Ultr",Technology,Computers,271468.3,3,0.3,71734.44,United States,South,Atlanta,South
ORD-001184,2024-02-21,2024-02-25,CUST-0295,Aman Gupta,Corporate,PROD-0050,"Garmin epix Pro (Gen 2) Sapphire Edition, 51mm, High Performance Smartwatch, Adv",Technology,Wearables,36892.72,1,0.3,2248.8,United States,East,Philadelphia,East
ORD-001185,2024-01-18,2024-01-21,CUST-0129,Jennifer Miller,Corporate,PROD-0022,NEO CHAIR Office Desk Gaming Ergonomic Computer Chair with Lumbar Back Support A,Furniture,Chairs,14221.68,3,0.0,2257.12,United States,West,Seattle,West
ORD-001186,2024-06-24,2024-06-25,CUST-0181,Priya Miller,Consumer,PROD-0001,"ASUS Vivobook Go 15 15.6” FHD 60Hz Laptop with Intel Processor N150, Intel UHD G",Technology,Computers,31861.57,1,0.05,6819.76,United States,East,Boston,East
ORD-001187,2024-07-13,2024-07-16,CUST-0315,John Garcia,Home Office,PROD-0005,"GEEKOM GeekBook X16 Pro 2.8 lbs Laptop, 16"" IPS 2.5K 16:10 Laptop Computer, Ultr",Technology,Computers,329640.08,3,0.15,83592.67,United States,East,Boston,East
ORD-001188,2024-06-24,2024-06-27,CUST-0295,Aman Gupta,Corporate,PROD-0038,"Flash Furniture Nicholas Mid-Back Swivel Desk Chair with Wheels, Mesh Back, Padd",Furniture,Chairs,12270.89,1,0.15,2199.37,United States,East,Philadelphia,East
ORD-001189,2023-05-14,2023-05-17,CUST-0063,Neha Miller,Home Office,PROD-0029,Marsail Ergonomic Mesh Office Chair High Back Desk Chair Adjustable Lumbar Suppo,Furniture,Chairs,6208.63,1,0.0,1158.47,United States,East,Philadelphia,East
ORD-001190,2023-12-18,2023-12-24,CUST-0294,Patricia Garcia,Corporate,PROD-0034,NEO CHAIR Office Desk Gaming Chair Computer High Back Mesh Seat with Rolling Whe,Furniture,Chairs,13837.42,2,0.0,2012.35,United States,Central,Dallas,Central
ORD-001191,2023-09-27,2023-10-02,CUST-0286,Sara Brown,Consumer,PROD-0017,"Samsung Galaxy Buds 4 Pro (2026) AI True Wireless Bluetooth Earbuds, Hi-Res Audi",Technology,Audio,87030.07,4,0.05,13757.45,United States,South,Miami,South
ORD-001192,2025-04-18,2025-04-23,CUST-0255,Vikram Davis,Home Office,PROD-0035,NEO CHAIR Office Desk Gaming Computer Home Chair Ergonomic Executive High Back S,Furniture,Chairs,40718.32,5,0.15,5663.3,United States,South,Houston,South
ORD-001193,2023-12-10,2023-12-17,CUST-0025,Neha Brown,Home Office,PROD-0015,"Soundcore P30i by Anker Noise Cancelling Earbuds, Strong and Smart Noise Cancell",Technology,Audio,13411.0,5,0.0,1792.96,United States,South,Houston,South
ORD-001194,2025-05-07,2025-05-11,CUST-0028,Neha Singh,Home Office,PROD-0020,"Lenovo E310 True Wireless Earbuds, Bluetooth 5.3 TWS Headphones with 13mm Driver",Technology,Audio,2686.32,2,0.15,520.09,United States,Central,Austin,Central
ORD-001195,2024-08-06,2024-08-11,CUST-0352,Aman Verma,Corporate,PROD-0018,"Lenovo E310 True Wireless Earbuds, Bluetooth 5.3 TWS Headphones with 13mm Driver",Technology,Audio,6320.76,4,0.0,1456.75,United States,West,Los Angeles,West
ORD-001196,2025-03-14,2025-03-18,CUST-0230,Karan Brown,Home Office,PROD-0006,Acer Nitro V 16S AI Gaming Laptop | AMD Ryzen 7 260 Processor | NVIDIA GeForce R,Technology,Computers,627662.05,5,0.0,134336.03,United States,Central,Austin,Central
ORD-001197,2025-03-23,2025-03-26,CUST-0049,David Garcia,Consumer,PROD-0050,"Garmin epix Pro (Gen 2) Sapphire Edition, 51mm, High Performance Smartwatch, Adv",Technology,Wearables,36892.72,1,0.3,4783.49,United States,South,Houston,South
ORD-001198,2025-02-07,2025-02-11,CUST-0131,Priya Singh,Consumer,PROD-0043,"Amazon Basics Modern Home Office Desk Chair with Adjustable Height, 360 Degree S",Furniture,Chairs,11542.94,1,0.2,1807.28,United States,West,San Francisco,West
ORD-001199,2025-12-25,2025-12-28,CUST-0048,Priya Khan,Home Office,PROD-0021,"Office Chair Ergonomic Desk Chair, Computer PU Leather Home Office Chair, Swivel",Furniture,Chairs,25029.35,2,0.05,-419.5,United States,South,Miami,South
ORD-001200,2023-08-14,2023-08-19,CUST-0076,Rahul Smith,Home Office,PROD-0029,Marsail Ergonomic Mesh Office Chair High Back Desk Chair Adjustable Lumbar Suppo,Furniture,Chairs,33526.6,6,0.1,-873.24,United States,West,Seattle,West
ORD-001201,2024-01-13,2024-01-18,CUST-0005,Elizabeth Patel,Home Office,PROD-0017,"Samsung Galaxy Buds 4 Pro (2026) AI True Wireless Bluetooth Earbuds, Hi-Res Audi",Technology,Audio,87030.07,4,0.05,24770.05,United States,East,Philadelphia,East
ORD-001202,2025-05-16,2025-05-17,CUST-0162,Aman Brown,Corporate,PROD-0015,"Soundcore P30i by Anker Noise Cancelling Earbuds, Strong and Smart Noise Cancell",Technology,Audio,13411.0,5,0.0,2468.91,United States,South,Miami,South
ORD-001203,2024-04-07,2024-04-11,CUST-0319,Riya Smith,Consumer,PROD-0035,NEO CHAIR Office Desk Gaming Computer Home Chair Ergonomic Executive High Back S,Furniture,Chairs,57484.68,6,0.0,7784.99,United States,East,Philadelphia,East
ORD-001204,2023-11-02,2023-11-04,CUST-0279,Neha Johnson,Consumer,PROD-0028,Marsail Executive Office Chair Ergonomic Desk Chair with Flip-up Armrests PU Lea,Furniture,Chairs,52690.5,5,0.0,4920.8,United States,Central,Dallas,Central
ORD-001205,2023-11-10,2023-11-16,CUST-0174,John Gupta,Consumer,PROD-0043,"Amazon Basics Modern Home Office Desk Chair with Adjustable Height, 360 Degree S",Furniture,Chairs,82243.42,6,0.05,5489.7,United States,West,Seattle,West
ORD-001206,2025-02-18,2025-02-21,CUST-0135,Robert Garcia,Home Office,PROD-0001,"ASUS Vivobook Go 15 15.6” FHD 60Hz Laptop with Intel Processor N150, Intel UHD G",Technology,Computers,134153.96,4,0.0,17091.7,United States,Central,Austin,Central
ORD-001207,2023-03-11,2023-03-12,CUST-0379,Aman Brown,Corporate,PROD-0045,"Samsung Galaxy Watch 8 (2025) 44mm Bluetooth Smartwatch, Cushion Design, Fitness",Technology,Wearables,110389.25,4,0.1,20804.25,United States,West,Seattle,West
